ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	LargerThanFive	SmallerThanFive	FontStyle	TrialsPerRun	StimuliDir	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.StartTime	IntroButtonMap.OffsetTime	IntroButtonMap.FinishTime	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.StartTime	GetReady.OffsetTime	GetReady.FinishTime	GetReady.OnsetToOnsetTime	Number_of_NonResponses	ExpInstrucFeelFreeToRest.OnsetDelay	ExpInstrucFeelFreeToRest.OnsetTime	ExpInstrucFeelFreeToRest.DurationError	ExpInstrucFeelFreeToRest.StartTime	ExpInstrucFeelFreeToRest.OnsetToOnsetTime	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	ReadyList	Procedure[Block]	Stimulus	ReadyList.Cycle	ReadyList.Sample	Running[Block]	SyncSlide.OnsetDelay	SyncSlide.OnsetTime	SyncSlide.DurationError	SyncSlide.FinishTime	SyncSlide.OnsetToOnsetTime	SessionSelectionList	RunNumberFilterValue	SessionSelectionList.Cycle	SessionSelectionList.Sample	Block	Procedure[Trial]	Run1List	R1MostlyReward1	TrialType	Running[Trial]	Run1List.Cycle	Run1List.Sample	RunTrialNumber	TotalRespGreater200	ConsecRTLess200	ConsecNonResp	ConsecSmallerGuesses	ConsecLargerGuesses	ExperimenterWindow.OnsetDelay	ExperimenterWindow.OnsetTime	ExperimenterWindow.DurationError	ExperimenterWindow.OnsetToOnsetTime	QuestionMark.OnsetDelay	QuestionMark.OnsetTime	QuestionMark.DurationError	QuestionMark.RTTime	QuestionMark.ACC	QuestionMark.RT	QuestionMark.RESP	QuestionMark.CRESP	QuestionMark.OnsetToOnsetTime	ConsecSameResp	FeedbackImage	FeedbackNumber	FillerFixation.OnsetDelay	FillerFixation.OnsetTime	FillerFixation.DurationError	FillerFixation.OnsetToOnsetTime	Feedback.OnsetDelay	Feedback.OnsetTime	Feedback.DurationError	Feedback.OnsetToOnsetTime	OneSecFixation.OnsetDelay	OneSecFixation.OnsetTime	OneSecFixation.DurationError	OneSecFixation.OnsetToOnsetTime	TooSlowFeedback.OnsetDelay	TooSlowFeedback.OnsetTime	TooSlowFeedback.DurationError	TooSlowFeedback.OnsetToOnsetTime	FifteenSecFixation.OnsetDelay	FifteenSecFixation.OnsetTime	FifteenSecFixation.DurationError	FifteenSecFixation.OnsetToOnsetTime	R1MostlyPunishment1	R1MostlyPunishment3	R1MostlyReward2	Trial
GAMBLING080212	135528_fnca	2	1	1	323692873	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	4761	-999999	4725	12095	12095	0	37	12132	-999999	12115	25106	25106	0	0	8	208678	2	208670	14	22	208692	-999999	208681	0	1	InitialTR	4	1	1	ReadyList	20	25126	-21	27105	0					1																																																					
GAMBLING080212	135528_fnca	2	1	1	323692873	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	4761	-999999	4725	12095	12095	0	37	12132	-999999	12115	25106	25106	0	0	8	208678	2	208670	14	22	208692	-999999	208681	0	2	InitialTR	3	1	2	ReadyList	19	27125	-20	29105	0					2																																																					
GAMBLING080212	135528_fnca	2	1	1	323692873	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	4761	-999999	4725	12095	12095	0	37	12132	-999999	12115	25106	25106	0	0	8	208678	2	208670	14	22	208692	-999999	208681	0	3	InitialTR	2	1	3	ReadyList	5	29111	-6	31105	0					3																																																					
GAMBLING080212	135528_fnca	2	1	1	323692873	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	4761	-999999	4725	12095	12095	0	37	12132	-999999	12115	25106	25106	0	0	8	208678	2	208670	14	22	208692	-999999	208681	0	4	InitialTR	1	1	4	ReadyList	4	31110	-5	33105	0					4																																																					
GAMBLING080212	135528_fnca	2	1	1	323692873	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	4761	-999999	4725	12095	12095	0	37	12132	-999999	12115	25106	25106	0	0	8	208678	2	208670	14	22	208692	-999999	208681	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Punishment	Run2List			2	1	0	0	0	1	46	33669	3	14	26	33189	-999999	33612	0	423	3	""	0	1	red_arrow.jpg	1	14	33683	-15	1066	3	34749	-4	1013	16	35762	-17	0	0	0	0	0								1
GAMBLING080212	135528_fnca	2	1	1	323692873	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	4761	-999999	4725	12095	12095	0	37	12132	-999999	12115	25106	25106	0	0	8	208678	2	208670	14	22	208692	-999999	208681	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Punishment	Run2List			3	2	0	0	0	2	40	37095	1	13	13	36801	-999999	37045	0	244	3	""	0	2	red_arrow.jpg	2	13	37108	-14	1253	10	38361	-11	1000	10	39361	-11	0	0	0	0	0								2
GAMBLING080212	135528_fnca	2	1	1	323692873	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	4761	-999999	4725	12095	12095	0	37	12132	-999999	12115	25106	25106	0	0	8	208678	2	208670	14	22	208692	-999999	208681	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Reward	Run2List			4	3	0	0	1	0	47	40706	2	14	13	40413	-999999	40654	0	241	2	""	0	1	green_arrow.jpg	3	14	40720	-15	1253	8	41973	-9	1000	8	42973	-9	0	0	0	0	0								3
GAMBLING080212	135528_fnca	2	1	1	323692873	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	4761	-999999	4725	12095	12095	0	37	12132	-999999	12115	25106	25106	0	0	8	208678	2	208670	14	22	208692	-999999	208681	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Punishment	Run2List			5	4	0	0	2	0	49	44545	1	14	13	44025	-999999	44485	0	460	2	""	0	2	red_arrow.jpg	8	14	44559	-15	1039	13	45598	-14	1000	13	46598	-14	0	0	0	0	0								4
GAMBLING080212	135528_fnca	2	1	1	323692873	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	4761	-999999	4725	12095	12095	0	37	12132	-999999	12115	25106	25106	0	0	8	208678	2	208670	14	22	208692	-999999	208681	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Reward	Run2List			6	5	0	0	3	0	46	48130	2	14	13	47637	-999999	48070	0	433	2	""	0	3	green_arrow.jpg	2	14	48144	-15	1066	13	49210	-14	1000	13	50210	-14	0	0	0	0	0								5
GAMBLING080212	135528_fnca	2	1	1	323692873	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	4761	-999999	4725	12095	12095	0	37	12132	-999999	12115	25106	25106	0	0	8	208678	2	208670	14	22	208692	-999999	208681	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Punishment	Run2List			7	6	0	0	0	1	39	51555	2	14	13	51249	-999999	51505	0	256	3	""	0	1	red_arrow.jpg	4	14	51569	-15	1239	9	52808	-10	1000	9	53808	-10	0	0	0	0	0								6
