ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	LargerThanFive	SmallerThanFive	FontStyle	TrialsPerRun	StimuliDir	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.StartTime	IntroButtonMap.OffsetTime	IntroButtonMap.FinishTime	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.StartTime	GetReady.OffsetTime	GetReady.FinishTime	GetReady.OnsetToOnsetTime	Number_of_NonResponses	ExpInstrucFeelFreeToRest.OnsetDelay	ExpInstrucFeelFreeToRest.OnsetTime	ExpInstrucFeelFreeToRest.DurationError	ExpInstrucFeelFreeToRest.StartTime	ExpInstrucFeelFreeToRest.OnsetToOnsetTime	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	ReadyList	Procedure[Block]	Stimulus	ReadyList.Cycle	ReadyList.Sample	Running[Block]	SyncSlide.OnsetDelay	SyncSlide.OnsetTime	SyncSlide.DurationError	SyncSlide.FinishTime	SyncSlide.OnsetToOnsetTime	SessionSelectionList	RunNumberFilterValue	SessionSelectionList.Cycle	SessionSelectionList.Sample	Block	Procedure[Trial]	Run1List	R1MostlyReward1	TrialType	Running[Trial]	Run1List.Cycle	Run1List.Sample	RunTrialNumber	TotalRespGreater200	ConsecRTLess200	ConsecNonResp	ConsecSmallerGuesses	ConsecLargerGuesses	ExperimenterWindow.OnsetDelay	ExperimenterWindow.OnsetTime	ExperimenterWindow.DurationError	ExperimenterWindow.OnsetToOnsetTime	QuestionMark.OnsetDelay	QuestionMark.OnsetTime	QuestionMark.DurationError	QuestionMark.RTTime	QuestionMark.ACC	QuestionMark.RT	QuestionMark.RESP	QuestionMark.CRESP	QuestionMark.OnsetToOnsetTime	ConsecSameResp	FeedbackImage	FeedbackNumber	FillerFixation.OnsetDelay	FillerFixation.OnsetTime	FillerFixation.DurationError	FillerFixation.OnsetToOnsetTime	Feedback.OnsetDelay	Feedback.OnsetTime	Feedback.DurationError	Feedback.OnsetToOnsetTime	OneSecFixation.OnsetDelay	OneSecFixation.OnsetTime	OneSecFixation.DurationError	OneSecFixation.OnsetToOnsetTime	TooSlowFeedback.OnsetDelay	TooSlowFeedback.OnsetTime	TooSlowFeedback.DurationError	TooSlowFeedback.OnsetToOnsetTime	FifteenSecFixation.OnsetDelay	FifteenSecFixation.OnsetTime	FifteenSecFixation.DurationError	FifteenSecFixation.OnsetToOnsetTime	R1MostlyPunishment1	R1MostlyPunishment3	R1MostlyReward2	Trial
GAMBLING080212	183337_fnca	2	1	1	1501485728	1	75.030	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	60	7106	-999999	7070	7397	7397	0	30	7427	-999999	7410	20816	20816	0	1	6	204428	2	204422	13	19	204441	-999999	204431	0	1	InitialTR	4	1	1	ReadyList	18	20834	-19	22815	0					1																																																					
GAMBLING080212	183337_fnca	2	1	1	1501485728	1	75.030	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	60	7106	-999999	7070	7397	7397	0	30	7427	-999999	7410	20816	20816	0	1	6	204428	2	204422	13	19	204441	-999999	204431	0	2	InitialTR	3	1	2	ReadyList	18	22834	-19	24815	0					2																																																					
GAMBLING080212	183337_fnca	2	1	1	1501485728	1	75.030	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	60	7106	-999999	7070	7397	7397	0	30	7427	-999999	7410	20816	20816	0	1	6	204428	2	204422	13	19	204441	-999999	204431	0	3	InitialTR	2	1	3	ReadyList	3	24819	-4	26815	0					3																																																					
GAMBLING080212	183337_fnca	2	1	1	1501485728	1	75.030	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	60	7106	-999999	7070	7397	7397	0	30	7427	-999999	7410	20816	20816	0	1	6	204428	2	204422	13	19	204441	-999999	204431	0	4	InitialTR	1	1	4	ReadyList	16	26832	-17	28815	0					4																																																					
GAMBLING080212	183337_fnca	2	1	1	1501485728	1	75.030	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	60	7106	-999999	7070	7397	7397	0	30	7427	-999999	7410	20816	20816	0	1	6	204428	2	204422	13	19	204441	-999999	204431	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Punishment	Run2List			2	1	0	0	0	1	47	29631	3	14	27	28898	-999999	29582	0	684	3	""	0	1	red_arrow.jpg	1	14	29645	-15	812	10	30457	-11	1000	10	31457	-11	0	0	0	0	0								1
GAMBLING080212	183337_fnca	2	1	1	1501485728	1	75.030	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	60	7106	-999999	7070	7397	7397	0	30	7427	-999999	7410	20816	20816	0	1	6	204428	2	204422	13	19	204441	-999999	204431	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Punishment	Run2List			3	2	0	0	0	2	43	32856	3	14	14	32510	-999999	32801	0	291	3	""	0	2	red_arrow.jpg	1	14	32870	-15	1199	4	34069	-5	1000	4	35069	-5	0	0	0	0	0								2
GAMBLING080212	183337_fnca	2	1	1	1501485728	1	75.030	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	60	7106	-999999	7070	7397	7397	0	30	7427	-999999	7410	20816	20816	0	1	6	204428	2	204422	13	19	204441	-999999	204431	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Reward	Run2List			4	3	0	0	1	0	45	36508	1	14	14	36122	-999999	36449	0	327	2	""	0	1	green_arrow.jpg	4	14	36522	-15	1159	0	37681	-1	1013	13	38694	-14	0	0	0	0	0								3
GAMBLING080212	183337_fnca	2	1	1	1501485728	1	75.030	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	60	7106	-999999	7070	7397	7397	0	30	7427	-999999	7410	20816	20816	0	1	6	204428	2	204422	13	19	204441	-999999	204431	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Punishment	Run2List			5	4	0	0	0	1	49	40053	2	14	13	39733	-999999	39994	0	261	3	""	0	1	red_arrow.jpg	1	14	40067	-15	1226	1	41293	-2	1013	14	42306	-15	0	0	0	0	0								4
GAMBLING080212	183337_fnca	2	1	1	1501485728	1	75.030	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	60	7106	-999999	7070	7397	7397	0	30	7427	-999999	7410	20816	20816	0	1	6	204428	2	204422	13	19	204441	-999999	204431	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Reward	Run2List			6	5	0	0	0	2	50	43798	2	14	13	43345	-999999	43742	0	397	3	""	0	2	green_arrow.jpg	8	14	43812	-15	1093	4	44905	-5	1000	4	45905	-5	0	0	0	0	0								5
GAMBLING080212	183337_fnca	2	1	1	1501485728	1	75.030	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	60	7106	-999999	7070	7397	7397	0	30	7427	-999999	7410	20816	20816	0	1	6	204428	2	204422	13	19	204441	-999999	204431	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Punishment	Run2List			7	6	0	0	1	0	48	47384	1	13	13	46957	-999999	47325	0	368	2	""	0	1	red_arrow.jpg	9	13	47397	-14	1120	1	48517	-2	1013	14	49530	-15	0	0	0	0	0								6
