ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	LargerThanFive	SmallerThanFive	FontStyle	TrialsPerRun	StimuliDir	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.StartTime	IntroButtonMap.OffsetTime	IntroButtonMap.FinishTime	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.StartTime	GetReady.OffsetTime	GetReady.FinishTime	GetReady.OnsetToOnsetTime	Number_of_NonResponses	ExpInstrucFeelFreeToRest.OnsetDelay	ExpInstrucFeelFreeToRest.OnsetTime	ExpInstrucFeelFreeToRest.DurationError	ExpInstrucFeelFreeToRest.StartTime	ExpInstrucFeelFreeToRest.OnsetToOnsetTime	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	ReadyList	Procedure[Block]	Stimulus	ReadyList.Cycle	ReadyList.Sample	Running[Block]	SyncSlide.OnsetDelay	SyncSlide.OnsetTime	SyncSlide.DurationError	SyncSlide.FinishTime	SyncSlide.OnsetToOnsetTime	SessionSelectionList	RunNumberFilterValue	SessionSelectionList.Cycle	SessionSelectionList.Sample	Block	Procedure[Trial]	Run1List	R1MostlyReward1	TrialType	Running[Trial]	Run1List.Cycle	Run1List.Sample	RunTrialNumber	TotalRespGreater200	ConsecRTLess200	ConsecNonResp	ConsecSmallerGuesses	ConsecLargerGuesses	ExperimenterWindow.OnsetDelay	ExperimenterWindow.OnsetTime	ExperimenterWindow.DurationError	ExperimenterWindow.OnsetToOnsetTime	QuestionMark.OnsetDelay	QuestionMark.OnsetTime	QuestionMark.DurationError	QuestionMark.RTTime	QuestionMark.ACC	QuestionMark.RT	QuestionMark.RESP	QuestionMark.CRESP	QuestionMark.OnsetToOnsetTime	ConsecSameResp	FeedbackImage	FeedbackNumber	FillerFixation.OnsetDelay	FillerFixation.OnsetTime	FillerFixation.DurationError	FillerFixation.OnsetToOnsetTime	Feedback.OnsetDelay	Feedback.OnsetTime	Feedback.DurationError	Feedback.OnsetToOnsetTime	OneSecFixation.OnsetDelay	OneSecFixation.OnsetTime	OneSecFixation.DurationError	OneSecFixation.OnsetToOnsetTime	TooSlowFeedback.OnsetDelay	TooSlowFeedback.OnsetTime	TooSlowFeedback.DurationError	TooSlowFeedback.OnsetToOnsetTime	FifteenSecFixation.OnsetDelay	FifteenSecFixation.OnsetTime	FifteenSecFixation.DurationError	FifteenSecFixation.OnsetToOnsetTime	R1MostlyPunishment1	R1MostlyPunishment3	R1MostlyReward2	Trial
GAMBLING080212	205119_fnca	1	1	1	-1294479801	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	10354	-999999	10319	34150	34150	0	35	34185	-999999	34168	46806	46806	0	0	7	230359	2	230352	14	21	230373	-999999	230362	0	1	InitialTR	4	1	1	ReadyList	14	46820	-15	48805	0					1																																																					
GAMBLING080212	205119_fnca	1	1	1	-1294479801	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	10354	-999999	10319	34150	34150	0	35	34185	-999999	34168	46806	46806	0	0	7	230359	2	230352	14	21	230373	-999999	230362	0	2	InitialTR	3	1	2	ReadyList	13	48819	-14	50805	0					2																																																					
GAMBLING080212	205119_fnca	1	1	1	-1294479801	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	10354	-999999	10319	34150	34150	0	35	34185	-999999	34168	46806	46806	0	0	7	230359	2	230352	14	21	230373	-999999	230362	0	3	InitialTR	2	1	3	ReadyList	12	50818	-13	52805	0					3																																																					
GAMBLING080212	205119_fnca	1	1	1	-1294479801	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	10354	-999999	10319	34150	34150	0	35	34185	-999999	34168	46806	46806	0	0	7	230359	2	230352	14	21	230373	-999999	230362	0	4	InitialTR	1	1	4	ReadyList	11	52817	-12	54805	0					4																																																					
GAMBLING080212	205119_fnca	1	1	1	-1294479801	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	10354	-999999	10319	34150	34150	0	35	34185	-999999	34168	46806	46806	0	0	7	230359	2	230352	14	21	230373	-999999	230362	0		Run1PROC				SessionSelectionList						2	1	2	1	5	GamblingTrialPROC	1	1	Reward	Run1List	1	1	2	1	0	0	0	1	46	55603	3	13	27	54883	-999999	55546	0	663	3	""	0	1	green_arrow.jpg	6	13	55616	-14	826	2	56442	-3	1014	16	57456	-17	0	0	0	0	0								1
GAMBLING080212	205119_fnca	1	1	1	-1294479801	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	10354	-999999	10319	34150	34150	0	35	34185	-999999	34168	46806	46806	0	0	7	230359	2	230352	14	21	230373	-999999	230362	0		Run1PROC				SessionSelectionList						2	1	2	1	5	GamblingTrialPROC	1	2	Reward	Run1List	1	2	3	2	0	0	0	2	47	59535	2	14	13	58495	-999999	59476	0	981	3	""	0	2	green_arrow.jpg	7	14	59549	-15	505	0	60054	-1	1014	14	61068	-15	0	0	0	0	0								2
GAMBLING080212	205119_fnca	1	1	1	-1294479801	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	10354	-999999	10319	34150	34150	0	35	34185	-999999	34168	46806	46806	0	0	7	230359	2	230352	14	21	230373	-999999	230362	0		Run1PROC				SessionSelectionList						2	1	2	1	5	GamblingTrialPROC	1	3	Punishment	Run1List	1	3	4	3	0	0	1	0	38	62600	2	14	14	62107	-999999	62550	0	443	2	""	0	1	red_arrow.jpg	8	14	62614	-15	1052	9	63666	-10	1000	9	64666	-10	0	0	0	0	0								3
GAMBLING080212	205119_fnca	1	1	1	-1294479801	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	10354	-999999	10319	34150	34150	0	35	34185	-999999	34168	46806	46806	0	0	7	230359	2	230352	14	21	230373	-999999	230362	0		Run1PROC				SessionSelectionList						2	1	2	1	5	GamblingTrialPROC	1	4	Reward	Run1List	1	4	5	4	0	0	2	0	44	66318	2	14	14	65719	-999999	66264	0	545	2	""	0	2	green_arrow.jpg	3	14	66332	-15	946	5	67278	-6	1000	5	68278	-6	0	0	0	0	0								4
GAMBLING080212	205119_fnca	1	1	1	-1294479801	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	10354	-999999	10319	34150	34150	0	35	34185	-999999	34168	46806	46806	0	0	7	230359	2	230352	14	21	230373	-999999	230362	0		Run1PROC				SessionSelectionList						2	1	2	1	5	GamblingTrialPROC	1	5	Reward	Run1List	1	5	6	5	0	0	0	1	48	69957	1	14	14	69331	-999999	69895	0	564	3	""	0	1	green_arrow.jpg	7	14	69971	-15	932	10	70903	-11	1000	10	71903	-11	0	0	0	0	0								5
GAMBLING080212	205119_fnca	1	1	1	-1294479801	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	62	10354	-999999	10319	34150	34150	0	35	34185	-999999	34168	46806	46806	0	0	7	230359	2	230352	14	21	230373	-999999	230362	0		Run1PROC				SessionSelectionList						2	1	2	1	5	GamblingTrialPROC	1	6	Reward	Run1List	1	6	7	6	0	0	0	2	41	73835	2	14	14	72956	-999999	73786	0	830	3	""	0	2	green_arrow.jpg	7	14	73849	-15	666	10	74515	-11	1000	10	75515	-11	0	0	0	0	0								6
