ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	LargerThanFive	SmallerThanFive	FontStyle	TrialsPerRun	StimuliDir	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.StartTime	IntroButtonMap.OffsetTime	IntroButtonMap.FinishTime	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.StartTime	GetReady.OffsetTime	GetReady.FinishTime	GetReady.OnsetToOnsetTime	Number_of_NonResponses	ExpInstrucFeelFreeToRest.OnsetDelay	ExpInstrucFeelFreeToRest.OnsetTime	ExpInstrucFeelFreeToRest.DurationError	ExpInstrucFeelFreeToRest.StartTime	ExpInstrucFeelFreeToRest.OnsetToOnsetTime	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	ReadyList	Procedure[Block]	Stimulus	ReadyList.Cycle	ReadyList.Sample	Running[Block]	SyncSlide.OnsetDelay	SyncSlide.OnsetTime	SyncSlide.DurationError	SyncSlide.FinishTime	SyncSlide.OnsetToOnsetTime	SessionSelectionList	RunNumberFilterValue	SessionSelectionList.Cycle	SessionSelectionList.Sample	Block	Procedure[Trial]	Run1List	R1MostlyReward1	TrialType	Running[Trial]	Run1List.Cycle	Run1List.Sample	RunTrialNumber	TotalRespGreater200	ConsecRTLess200	ConsecNonResp	ConsecSmallerGuesses	ConsecLargerGuesses	ExperimenterWindow.OnsetDelay	ExperimenterWindow.OnsetTime	ExperimenterWindow.DurationError	ExperimenterWindow.OnsetToOnsetTime	QuestionMark.OnsetDelay	QuestionMark.OnsetTime	QuestionMark.DurationError	QuestionMark.RTTime	QuestionMark.ACC	QuestionMark.RT	QuestionMark.RESP	QuestionMark.CRESP	QuestionMark.OnsetToOnsetTime	ConsecSameResp	FeedbackImage	FeedbackNumber	FillerFixation.OnsetDelay	FillerFixation.OnsetTime	FillerFixation.DurationError	FillerFixation.OnsetToOnsetTime	Feedback.OnsetDelay	Feedback.OnsetTime	Feedback.DurationError	Feedback.OnsetToOnsetTime	OneSecFixation.OnsetDelay	OneSecFixation.OnsetTime	OneSecFixation.DurationError	OneSecFixation.OnsetToOnsetTime	TooSlowFeedback.OnsetDelay	TooSlowFeedback.OnsetTime	TooSlowFeedback.DurationError	TooSlowFeedback.OnsetToOnsetTime	FifteenSecFixation.OnsetDelay	FifteenSecFixation.OnsetTime	FifteenSecFixation.DurationError	FifteenSecFixation.OnsetToOnsetTime	R1MostlyPunishment1	R1MostlyPunishment3	R1MostlyReward2	Trial
GAMBLING080212	117324_fnca	1	1	1	1470840158	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	65	7837	-999999	7801	29205	29205	0	37	29242	-999999	29224	43279	43279	0	1	9	226789	2	226780	13	22	226802	-999999	226792	0	1	InitialTR	4	1	1	ReadyList	10	43289	-11	45278	0					1																																																					
GAMBLING080212	117324_fnca	1	1	1	1470840158	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	65	7837	-999999	7801	29205	29205	0	37	29242	-999999	29224	43279	43279	0	1	9	226789	2	226780	13	22	226802	-999999	226792	0	2	InitialTR	3	1	2	ReadyList	9	45288	-10	47278	0					2																																																					
GAMBLING080212	117324_fnca	1	1	1	1470840158	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	65	7837	-999999	7801	29205	29205	0	37	29242	-999999	29224	43279	43279	0	1	9	226789	2	226780	13	22	226802	-999999	226792	0	3	InitialTR	2	1	3	ReadyList	8	47287	-9	49278	0					3																																																					
GAMBLING080212	117324_fnca	1	1	1	1470840158	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	65	7837	-999999	7801	29205	29205	0	37	29242	-999999	29224	43279	43279	0	1	9	226789	2	226780	13	22	226802	-999999	226792	0	4	InitialTR	1	1	4	ReadyList	8	49287	-9	51278	0					4																																																					
GAMBLING080212	117324_fnca	1	1	1	1470840158	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	65	7837	-999999	7801	29205	29205	0	37	29242	-999999	29224	43279	43279	0	1	9	226789	2	226780	13	22	226802	-999999	226792	0		Run1PROC				SessionSelectionList						2	1	2	1	5	GamblingTrialPROC	1	1	Reward	Run1List	1	1	2	1	0	0	1	0	48	52032	3	14	27	51353	-999999	51976	0	623	2	""	0	1	green_arrow.jpg	3	14	52046	-15	866	3	52912	-4	1013	16	53925	-17	0	0	0	0	0								1
GAMBLING080212	117324_fnca	1	1	1	1470840158	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	65	7837	-999999	7801	29205	29205	0	37	29242	-999999	29224	43279	43279	0	1	9	226789	2	226780	13	22	226802	-999999	226792	0		Run1PROC				SessionSelectionList						2	1	2	1	5	GamblingTrialPROC	1	2	Reward	Run1List	1	2	3	2	0	0	0	1	40	55471	2	13	13	54964	-999999	55431	0	467	3	""	0	1	green_arrow.jpg	7	13	55484	-14	1026	6	56510	-7	1000	6	57510	-7	0	0	0	0	0								2
GAMBLING080212	117324_fnca	1	1	1	1470840158	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	65	7837	-999999	7801	29205	29205	0	37	29242	-999999	29224	43279	43279	0	1	9	226789	2	226780	13	22	226802	-999999	226792	0		Run1PROC				SessionSelectionList						2	1	2	1	5	GamblingTrialPROC	1	3	Punishment	Run1List	1	3	4	3	0	0	0	2	50	59163	2	13	13	58563	-999999	59108	0	545	3	""	0	2	red_arrow.jpg	3	13	59176	-14	946	4	60122	-5	1000	4	61122	-5	0	0	0	0	0								3
GAMBLING080212	117324_fnca	1	1	1	1470840158	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	65	7837	-999999	7801	29205	29205	0	37	29242	-999999	29224	43279	43279	0	1	9	226789	2	226780	13	22	226802	-999999	226792	0		Run1PROC				SessionSelectionList						2	1	2	1	5	GamblingTrialPROC	1	4	Reward	Run1List	1	4	5	4	0	0	1	0	43	62588	1	13	14	62175	-999999	62532	0	357	2	""	0	1	green_arrow.jpg	1	13	62601	-14	1133	3	63734	-4	1000	3	64734	-4	0	0	0	0	0								4
GAMBLING080212	117324_fnca	1	1	1	1470840158	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	65	7837	-999999	7801	29205	29205	0	37	29242	-999999	29224	43279	43279	0	1	9	226789	2	226780	13	22	226802	-999999	226792	0		Run1PROC				SessionSelectionList						2	1	2	1	5	GamblingTrialPROC	1	5	Reward	Run1List	1	5	6	5	0	0	2	0	40	66173	3	14	14	65787	-999999	66128	0	341	2	""	0	2	green_arrow.jpg	4	14	66187	-15	1146	1	67333	-2	1013	14	68346	-15	0	0	0	0	0								5
GAMBLING080212	117324_fnca	1	1	1	1470840158	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	65	7837	-999999	7801	29205	29205	0	37	29242	-999999	29224	43279	43279	0	1	9	226789	2	226780	13	22	226802	-999999	226792	0		Run1PROC				SessionSelectionList						2	1	2	1	5	GamblingTrialPROC	1	6	Reward	Run1List	1	6	7	6	0	0	3	0	48	69878	2	14	13	69385	-999999	69829	0	444	2	""	0	3	green_arrow.jpg	3	14	69892	-15	1053	11	70945	-12	999	10	71944	-11	0	0	0	0	0								6
