ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	LargerThanFive	SmallerThanFive	FontStyle	TrialsPerRun	StimuliDir	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.StartTime	IntroButtonMap.OffsetTime	IntroButtonMap.FinishTime	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.StartTime	GetReady.OffsetTime	GetReady.FinishTime	GetReady.OnsetToOnsetTime	Number_of_NonResponses	ExpInstrucFeelFreeToRest.OnsetDelay	ExpInstrucFeelFreeToRest.OnsetTime	ExpInstrucFeelFreeToRest.DurationError	ExpInstrucFeelFreeToRest.StartTime	ExpInstrucFeelFreeToRest.OnsetToOnsetTime	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	ReadyList	Procedure[Block]	Stimulus	ReadyList.Cycle	ReadyList.Sample	Running[Block]	SyncSlide.OnsetDelay	SyncSlide.OnsetTime	SyncSlide.DurationError	SyncSlide.FinishTime	SyncSlide.OnsetToOnsetTime	SessionSelectionList	RunNumberFilterValue	SessionSelectionList.Cycle	SessionSelectionList.Sample	Block	Procedure[Trial]	Run1List	R1MostlyReward1	TrialType	Running[Trial]	Run1List.Cycle	Run1List.Sample	RunTrialNumber	TotalRespGreater200	ConsecRTLess200	ConsecNonResp	ConsecSmallerGuesses	ConsecLargerGuesses	ExperimenterWindow.OnsetDelay	ExperimenterWindow.OnsetTime	ExperimenterWindow.DurationError	ExperimenterWindow.OnsetToOnsetTime	QuestionMark.OnsetDelay	QuestionMark.OnsetTime	QuestionMark.DurationError	QuestionMark.RTTime	QuestionMark.ACC	QuestionMark.RT	QuestionMark.RESP	QuestionMark.CRESP	QuestionMark.OnsetToOnsetTime	ConsecSameResp	FeedbackImage	FeedbackNumber	FillerFixation.OnsetDelay	FillerFixation.OnsetTime	FillerFixation.DurationError	FillerFixation.OnsetToOnsetTime	Feedback.OnsetDelay	Feedback.OnsetTime	Feedback.DurationError	Feedback.OnsetToOnsetTime	OneSecFixation.OnsetDelay	OneSecFixation.OnsetTime	OneSecFixation.DurationError	OneSecFixation.OnsetToOnsetTime	TooSlowFeedback.OnsetDelay	TooSlowFeedback.OnsetTime	TooSlowFeedback.DurationError	TooSlowFeedback.OnsetToOnsetTime	FifteenSecFixation.OnsetDelay	FifteenSecFixation.OnsetTime	FifteenSecFixation.DurationError	FifteenSecFixation.OnsetToOnsetTime	R1MostlyPunishment1	R1MostlyPunishment3	R1MostlyReward2	Trial
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0	1	InitialTR	4	1	1	ReadyList	17	20489	-18	22471	0					1																																																					
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0	2	InitialTR	3	1	2	ReadyList	16	22488	-17	24471	0					2																																																					
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0	3	InitialTR	2	1	3	ReadyList	15	24487	-16	26471	0					3																																																					
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0	4	InitialTR	1	1	4	ReadyList	15	26487	-16	28471	0					4																																																					
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Punishment	Run2List			2	1	0	0	1	0	47	29005	3	14	26	28552	-999999	28951	0	399	2	""	0	1	red_arrow.jpg	9	14	29019	-15	1093	6	30112	-7	1013	19	31125	-20	0	0	0	0	0								1
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Punishment	Run2List			3	2	0	0	2	0	43	32417	3	14	13	32164	-999999	32372	0	208	2	""	0	2	red_arrow.jpg	8	14	32431	-15	1279	1	33710	-2	1013	14	34723	-15	0	0	0	0	0								2
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Reward	Run2List			4	3	0	0	0	1	44	36162	3	14	14	35763	-999999	36118	0	355	3	""	0	1	green_arrow.jpg	6	14	36176	-15	1133	2	37309	-3	1013	15	38322	-16	0	0	0	0	0								3
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Punishment	Run2List			5	4	0	0	0	2	44	39641	1	13	13	39361	-999999	39589	0	228	3	""	0	2	red_arrow.jpg	2	13	39654	-14	1267	8	40921	-9	999	7	41920	-8	0	0	0	0	0								4
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Reward	Run2List			6	5	0	0	1	0	39	43240	1	13	13	42973	-999999	43196	0	223	2	""	0	1	green_arrow.jpg	1	13	43253	-14	1266	2	44519	-3	1013	15	45532	-16	0	0	0	0	0								5
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Punishment	Run2List			7	6	0	0	2	0	49	46838	1	13	14	46572	-999999	46788	0	216	2	""	0	2	red_arrow.jpg	8	13	46851	-14	1280	9	48131	-10	1000	9	49131	-10	0	0	0	0	0								6
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Punishment	Run2List			8	7	0	0	3	0	45	50437	1	13	13	50183	-999999	50385	0	202	2	""	0	3	red_arrow.jpg	9	13	50450	-14	1293	8	51743	-9	999	7	52742	-8	0	0	0	0	0								7
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Punishment	Run2List			9	8	0	0	4	0	48	54075	1	13	13	53795	-999999	54014	0	219	2	""	0	4	red_arrow.jpg	8	13	54088	-14	1280	12	55368	-13	1000	12	56368	-13	0	0	0	0	0								8
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	FixationBlockPROC				Run2List																																									11	57367	-12	0				9
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Reward	Run2List			10	9	0	0	0	1	43	72774	1	13	13	72414	-999999	72730	0	316	3	""	0	1	green_arrow.jpg	7	13	72787	-14	1173	2	73960	-3	1013	15	74973	-16	0	0	0	0	0								10
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Neutral	Run2List			11	9	1	0	0	2	41	76266	1	13	14	76013	-999999	76213	0	200	3	""	0	2	grey_doublearrow.jpg	5	13	76279	-14	1293	6	77572	-7	1000	6	78572	-7	0	0	0	0	0								11
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Reward	Run2List			12	10	0	0	0	3	44	79904	2	14	13	79624	-999999	79855	0	231	3	""	0	3	green_arrow.jpg	6	14	79918	-15	1266	11	81184	-12	999	10	82183	-11	0	0	0	0	0								12
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Reward	Run2List			13	11	0	0	0	4	43	83569	2	14	13	83236	-999999	83513	0	277	3	""	0	4	green_arrow.jpg	7	14	83583	-15	1213	4	84796	-5	999	3	85795	-4	0	0	0	0	0								13
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Reward	Run2List			14	12	0	0	0	5	50	87101	2	14	13	86848	-999999	87049	0	201	3	""	0	5	green_arrow.jpg	8	14	87115	-15	1292	7	88407	-8	1000	7	89407	-8	0	0	0	0	0								14
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Reward	Run2List			15	13	0	0	0	6	40	90726	2	14	13	90460	-999999	90671	0	211	3	""	0	6	green_arrow.jpg	9	14	90740	-15	1279	4	92019	-5	1000	4	93019	-5	0	0	0	0	0								15
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Neutral	Run2List			16	13	1	0	1	0	43	94285	1	13	14	94072	-999999	94242	0	170	2	""	0	1	grey_doublearrow.jpg	5	13	94298	-14	1320	3	95618	-4	1000	3	96618	-4	0	0	0	0	0								16
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Reward	Run2List			17	14	0	0	2	0	42	97950	2	14	13	97670	-999999	97903	0	233	2	""	0	2	green_arrow.jpg	3	14	97964	-15	1266	13	99230	-14	999	12	100229	-13	0	0	0	0	0								17
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	FixationBlockPROC				Run2List																																									12	101229	-13	0				18
GAMBLING080212	406836_fnca	2	1	1	-1690479398	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.254	7	234	3	2	Verdana	32	GAMBLING Stimuli\	61	7361	-999999	7325	7687	7687	0	34	7721	-999999	7704	20472	20472	0	0	11	203946	2	203935	13	24	203959	-999999	203949	0		Run2PROC				SessionSelectionList						3	2	2	1	5	GamblingTrialPROC			Punishment	Run2List			18	15	0	0	3	0	41	116622	2	14	13	116276	-999999	116566	0	290	2	""	0	3	red_arrow.jpg	9	14	116636	-15	1199	3	117835	-4	1000	3	118835	-4	0	0	0	0	0								19
